NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B41_1,B41_2,B31,B42,B43,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,P50,P51,P52,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2021027233,2,9,4,2,6,12,1,6,5,1,3,6,7,3,1,8,2, ,2, , ,5,10,6,1,3,1,1, , ,1,2,1,2, , , , , , , , ,2,5,1,1,1,1,1,5,1,4,1,1,2,1,1,3,3,3,1, ,1,1,2,2,2,1,1,2,2, , ,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,3, , , , ,1,3,1,2,98,1,1,1.314881229,0.082771974,0.672573269
2021027234,35,4,2,2,5,11,1,5,5,1,3,5,4,3,1,8,2, ,2,2, ,1,5,1,98,3,1,2, , ,2,2,2,1,1,0,0,0,0,0,0,0,2,5,2,5,2,2,4,99,99,98,1,1,2,1,1,3,3,3,2, , ,98, , , ,98,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,1,4,4,3, , , , ,98,98,98,98,98,1,98,0.540823662,0.276976827,1.017797019
2021027235,37,7,3,2,4,10,1,5,1,4,1,5,2,3,1,4,2,6,1,2,98,2,1,6,3,1,1,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,1,7,5,5,5,5,1,4,1,2,2, , , ,3,3,2,2, , ,2, , , , ,2, , , , ,2,2,2,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,2,4,1,3,1,2,3,1,1,7,1,1,1,1,2,2,3,2,1,1,2, ,3,3,98,98,98,1,98,1.318945761,0.378527062,0.966023773
2021027236,2,9,4,2,3,9,1,2,2,2,2,2,2,3,1,7,2,5,1,2,2,1,1,4,2,1,3,2,1,2, ,1,4,1,1,1,0,0,0,0,0,0,1,1,7,6,5,1,4,1,5,3,1,2,1,3,2,2,1,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,1,4,1,1,1,1,5,1,1,7,1,1,1,1,4,1,2,3, , , , ,2,1,98,98,3,1,98,1.39180247,0.109129151,0.746158425
2021027237,13,8,4,2,6,12,1,2,5,1,3,5,1,3,1,8,2, ,2,2, ,2,5,1,3,3,1,2, , ,2,2,4,2, , , , , , , , ,2,98,4,98,3,4,3,2,98,3,2,2, , , ,3,3,3,2, , ,2, , , , ,1,2,2, , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,3,3,98,3,98,1,98,0.469709883,0.570530389,1.020619219
2021027238,42,4,2,1,5,5,1,6,1,2,1,2,5,2,1,2,2,4,1, ,3,4,1,7,2,2,1,2,2,1, ,1,3,1,1,0,0,0,0,0,0,0,2,5,5,4,2,5,3,2,3,4,1,1,2,3,3,3,3,3,1,1,1,1,2,2,2,2,2, , , , ,2,2,2,3,2,1,1,1,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,6,4,5,3, , , , ,1,3,2,3,1,1,2,0.456377341,0.261456473,0.760874225
2021027239,46,1,1,1,4,4,1,5,2,1,3,6,9,3,1,1,1, ,1,2, ,4,5,6,3,1,2,99, ,99, ,1,99,2, , , , , , , , ,2,99,7,6,98,98,98,4,4,99,99,99, , , ,99,99,99,99, , ,98, , , ,99,99, , , , ,99,1,99,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,2,2,6,99, , , , ,99,99,99,99,99,98,98,0.431224288,0.263617195,1.400770887
2021027240,6,8,4,2,4,10,1,4,1,2,1,1,4,3,1,4,2,4,1,2,3,3,1,98,3,2,2,2,2,98, ,1,2,1,1,1,0,0,0,0,0,0,2,2,7,4,3,4,5,3,4,2,1,2,2,2,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,1,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,5,2,1,1,1,7,7,98,3, , , , ,98,98,98,98,98,98,98,0.401541425,1.627228268,0.819807019
2021027241,13,8,4,2,4,10,1,7,1,2,1,2,3,3,1,4,2,3,1, ,1,4,1,1,1,3,1,2,2,2, ,2,1,1,0,1,1,0,0,0,0,0,2,3,7,6,5,5,5,2,5,1,1,1,2,3,3,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,1,1,0,0,0,0,0,0,1,4,1,3,1,1,1,1,2,6,2,1,1,1,7,7,5,3, , , , ,98,98,98,4,98,1,98,0.324294764,0.408257719,0.732912464
2021027242,51,8,4,2,4,10,1,2,1,2,1,1,3,3,1,1,1,1,1,2,1,2,99,99,1,3,2,1,2,2, ,1,2,1,1,0,0,0,0,0,0,0,2,5,6,4,2,3,5,4,2,3,1,1,2,3,2,2,3,3,2, , ,2, , , ,2,2, , , , ,2,2,98,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,6,4,5,3, , , , ,1,3,98,1,98,1,98,0.401541425,0.169326946,0.716297783
2021027243,28,4,2,1,2,2,1,6,1,2,1,6,7,3,1,2,1,2,1, ,1,5,6,3,1,3,1,1, ,1, ,1,1,1,1,0,0,0,0,0,0,0,1,5,3,5,3,2,2,5,2,3,1,1,2,2,3,3,2,3,1,1,1,1,1,2,2,1,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,6,5,5,3, , , , ,1,3,98,3,1,1,98,0.427237277,0.494308311,1.055972516
2021027244,38,9,4,1,5,5,1,4,1,2,1,5,5,3,1,2,2,4,1,2,1,2,3,5,1,2,3,2, ,1, ,1,4,1,1,1,0,0,0,0,0,0,2,4,7,5,4,4,4,2,4,2,1,2,2,1,1,3,3,3,2, , ,2, , , ,2,1,1,1,2,1,2,2,1,3,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,7,7,7,3, , , , ,1,3,4,98,2,1,1,0.697578167,0.269117135,1.136896972
2021027245,28,4,2,2,3,9,1,2,2,1,3,6,1,3,1,3,2, ,1,2, ,2,3,2,2,2,1,2, ,2, ,2,3,1,1,0,0,0,0,0,0,0,2,98,6,4,4,4,5,2,4,2,1,1,2,2,2,3,3,3,1, ,98,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,2,2,1,1,6,6,6,3, , , , ,1,98,98,98,1,98,98,0.462334543,0.604499561,0.877127096
2021027246,46,1,1,2,5,11,1,6,4,4,3,5,4,3,1,3,2, ,1, , ,5,2,1,2,1,1,1, ,2, ,2,1,1,0,0,1,0,0,0,0,0,1,5,7,6,5,5,5,1,5,1,1,1,2,3,1,3,2,3,2, , ,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,98,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,98,5,1,1,1,1,7,7,1,3, , , , ,1,3,98,3,1,1,2,0.364273602,0.229147981,0.653826438
2021027247,13,8,4,1,3,3,1,4,1,2,1,1,6,99,1,2,2,2,1,2,3,3,5,2,1,3,2,2,2,2, ,2,1,1,1,0,0,0,0,0,0,0,2,5,5,6,4,3,4,3,3,3,1,1,2,3,3,2,3,3,1,1,2,2, , , ,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,6,6,5,3, , , , ,1,3,98,4,98,1,2,0.449070775,0.542346169,1.054360604
2021027248,48,9,4,1,2,2,1,6,1,2,1,2,6,3,1,2,2,2,1, ,3,5,8,8,1,3,2,2,1,1, ,1,2,1,0,0,0,0,0,1,0,0,2,5,7,4,1,1,2,4,3,3,1,1,2,2,2,2,2,2,1,3,2,2, , , ,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,4,6,1, , , , ,1,2,2,2,2,1,2,1.286146377,0.989635385,0.827559224
2021027249,2,9,4,2,2,8,1,6,2,2,2,2,5,3,1,4,2,4,1, ,2,5,6,2,1,3,2,2,2,2, ,2,2,1,1,0,0,0,0,0,0,0,2,3,7,4,2,2,3,4,2,4,1,2,2,1,3,3,98,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,7, , , , , , ,1,2,1,0,0,0,0,0,0,0,2,1,98,1,1,1,1,1,2,3,2,1,2,2,5,3,4,3, , , , ,1,1,98,3,3,1,1,1.107301233,0.083442656,0.499768259
2021027250,21,5,3,1,3,3,1,6,2,1,3,6,6,3,1,2,2, ,1, , ,5,7,1,1,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,4,4,2,1,1,1,5,1,4,1,1,2,3,1,3,3,3,1, ,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,98, , , , ,1,3,98,2,1,1,2,0.947188334,0.672042495,0.700123599
2021027251,35,4,2,2,4,10,1,6,2,1,3,6,3,3,1,2,2, ,1, , ,5,1,6,2,1,1,2, ,1, ,2,4,1,0,1,0,0,0,0,0,0,2,5,7,6,5,5,5,1,5,1,1,1,2,3,3,2,2,2,1, ,1,1,1,2,2,1,2, , , , ,1,1,98,2,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,1,1,1,3,2,4,3, , , , ,1,3,2,4,1,1,98,0.373392786,0.179764091,0.563985011
2021027252,35,4,2,2,2,8,1,5,1,2,1,1,5,3,1,4,1,2,1,2,1,4,2,1,3,2,1,2,2,2, ,2,3,1,1,1,0,0,0,0,0,0,2,5,7,5,3,4,4,3,4,3,1,1,2,2,3,2,2,3,1,2,98,2, , , ,2,1,1,2,98,1,2,2,2,2,2,2,1,2,2,1,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,2,1,2,5,1,2,1,1,4,4,3,2,2,1,2, ,1,3,3,3,2,1,1,0.455443955,0.233892852,1.019825681
2021027253,38,9,4,2,5,11,1,4,1,2,1,5,4,3,1,8,2,8,2,2,3,3,9,3,1,3,1,1, , ,2,2,1,98, , , , , , , , ,2,5,4,2,2,1,3,3,2,2,1,1,2,2,99,3,3,3,2, , ,2, , , ,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,2,2,1, ,1,3,1,3,98,1,2,0.667627275,0.250077299,1.093767206
2021027254,46,1,1,2,4,10,1,2,5,4,3,1,2,3,1,6,2, ,1,2, ,1,3,1,2,2,1,2,2,2, ,2,4,1,1,1,0,0,0,0,0,0,2,4,7,6,5,5,5,2,5,1,1,2,2,1,2,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,6,4,4,3, , , , ,1,3,98,98,98,1,98,0.385583798,0.234216902,0.777637652
2021027255,32,8,4,2,5,11,2,4,1,2,1,6,5,3,1,3,2,8,1,2,1,3,6,4,1,3,1,1, ,2, ,2,1,1,1,0,0,0,0,0,0,0,2,5,5,2,3,2,2,4,2,3,1,2,2,3,1,3,3,3,2, , ,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,6,1,2,2,1,7,7,5,3, , , , ,1,3,98,3,3,1,98,1.107632607,0.921598562,1.055575418
2021027256,13,8,4,2,4,10,1,5,2,1,3,6,2,2,1,3,2, ,1,2, ,4,8,10,1,3,1,1, ,1, ,2,1,1,0,0,1,0,0,0,0,0,2,5,2,2,2,1,3,5,2,4,1,1,2,3,1,3,3,3,1, ,1,2,2,2,2,2,2, , , , ,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,4,5,3, , , , ,2,3,1,3,1,1,2,0.401541425,0.476940961,0.920242296
2021027257,25,6,3,1,2,2,1,4,2,1,3,6,3,3,1,2,1, ,1,2, ,3,6,7,3,2,1,2, ,2, ,2,3,1,1,0,0,0,0,0,0,0,2,2,6,5,4,4,4,3,3,2,1,2,2,2,3,2,3,2,2, , ,2, , , ,1,1,2,2, , ,2,2,2,1,2,1,1,2,2,1,2,1,0,0,0,0,0,1,0,0, , , ,2,2,1,2,1,1,5,1,2,1,1,5,6,6,3, , , , ,1,3,1,1,1,1,98,0.808937197,0.537079741,0.971551079
2021027258,13,8,4,2,5,11,1,5,1,2,1,5,8,3,1,3,2,2,1,2,3,3,10,5,1,3,1,1, ,1, ,2,1,1,0,0,1,0,0,0,0,0,2,5,1,2,1,1,1,4,1,4,1,1,2,1,3,2,2,3,1,3,1,1,1,2,2,1,1,2,2, , ,2,1,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,6,5,5,3, , , , ,1,3,98,4,98,1,2,0.469709883,0.570530389,1.020619219
2021027259,25,6,3,2,6,12,1,3,1,2,1,5,4,3,1,8,2,8,2,2,3,1,6,1,1,3,1,1, , ,1,2,2,1,1,1,1,0,0,0,0,0,2,4,6,4,3,3,3,4,3,3,99,99, , , ,3,3,3,1,2,2,2, , , ,2,1,2,2, , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,1,2,6,6,5,3, , , , ,1,3,3,3,98,1,2,0.827010326,0.622921665,1.14980604
2021027260,8,5,3,2,6,12,1,6,1,2,1,5,6,3,1,4,2,2,1, ,3,2,6,4,1,3,1,1, ,1, ,2,1,1,1,0,1,0,1,0,0,0,2,5,6,4,3,2,5,4,3,3,1,1,2,3,1,3,3,3,1,2,1,1,1,2,2,2,1,2,2, , ,2,2,98,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,1,3,98,2,98,1,2,0.990720719,0.116152811,0.686277547
2021027261,8,5,3,1,5,5,1,6,4,2,2,5,5,3,1,6,2,1,1, ,3,2,7,5,1,3,3,2, ,2, ,2,2,1,0,1,0,0,0,0,0,0,2,3,6,6,5,4,4,3,4,2,1,1,2,3,2,3,3,1,2, , ,2, , , ,2,1,1,2,2,1,2,2,1,3,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,4,7,3,3, , , , ,1,3,1,3,1,1,98,1.035166131,0.114165721,0.744184573
2021027262,40,1,1,1,6,6,1,5,1,2,1,5,8,3,1,7,2,2,1,2,1,4,9,5,1,3,1,1, ,1, ,2,1,1,0,0,0,0,1,0,0,0,1,5,3,5,1,1,2,5,2,4,1,1,2,3,1,3,3,3,1,2,2,1,1,2,2,1,1,2,2, , ,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,7,6,6,98, , , , ,1,3,2,2,1,1,2,0.471277741,0.505560272,1.16174699
2021027263,9,5,3,1,4,4,2,4,1,2,1,6,2,2,1,6,2,6,1,2,1,3,2,2,2,1,3,2, ,2, ,1,4,1,1,1,0,0,0,0,0,0,2,4,3,6,5,5,5,1,5,98,1,2,2,3,3,3,2,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,4,5,98,3, , , , ,1,3,4,3,3,1,98,1.359877145,0.113581449,1.088167117
2021027264,28,4,2,2,6,12,1,4,1,2,1,5,5,3,1,8,2,8,2,2,3,98,99,4,3,2,1,1, , ,98,2,2,1,0,0,0,0,1,0,0,0,2,5,98,5,2,99,98,3,3,98,1,1,2,3,1,3,3,3,1,3,2,99, , , ,99,1,99,99, , ,2,99,98,1,1,2,2,1,2,2,99,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,99,4,1,2,2,99,3,3,4,3, , , , ,98,99,98,4,98,2,99,0.540823662,0.695659252,0.947875319
2021027265,27,8,4,2,5,11,1,6,1,2,1,1,4,3,1,2,2,6,1, ,1,5,5,4,3,2,1,1,2,2, ,2,2,1,1,1,0,0,0,0,0,0,2,5,5,6,4,4,5,2,4,2,1,1,2,2,3,3,3,3,1,3,98,2, , , ,2,1,1,2,2,1,1,1,98,3,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,1,6,6,5,98, , , , ,1,3,98,2,98,1,98,0.379349292,0.329767093,0.682511911
2021027266,31,2,1,1,3,3,2,2,1,1,1,1,3,3,1,2,2,4,1,2,1,2,5,1,3,2,2,2,2,2, ,2,2,1,0,1,0,0,0,0,0,0,2,3,5,4,4,4,4,2,3,3,1,2,2,3,3,2,2,2,98, , ,2, , , ,2,2, , , , ,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,2,2,2,7,7,5,3, , , , ,1,3,1,3,3,1,98,2.910462658,0.730184993,1.268862142
2021027267,40,1,1,2,4,10,1,4,1,2,1,5,4,3,1,4,2,4,1,2,1,3,1,3,1,2,1,1, ,2, ,2,4,2, , , , , , , , ,2,5,5,3,5,5,5,2,5,1,1,1,2,1,1,3,3,3,98, , ,2, , , ,2,2, , , , ,2,2,2,1,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,1,3,98,3,98,1,2,0.385583798,0.379467798,0.823951893
2021027268,38,9,4,2,5,11,1,6,2,1,3,5,3,3,1,7,2, ,1, , ,6,1,5,1,2,1,98, ,2, ,1,2,1,1,1,0,0,0,0,0,0,2,4,7,6,5,5,5,3,5,3,1,2,2,99,99,3,3,99,1, ,2,99, , , ,1,1,99,99, , ,2,99,99,3,99,99,99,2,99,2,2,1,0,0,0,0,0,1,0,0, , , ,99,99,99,1,99,99,7,1,2,2,2,2,4,3,2,2,2,1, ,1,3,98,98,1,98,98,0.539192262,0.199687205,0.827977297
2021027269,28,4,2,2,6,12,1,4,5,1,3,6,10,3,1,8,2, ,2,2, ,2,10,6,3,3,1,1, , ,1,2,1,1,0,1,0,0,0,0,0,0,2,5,3,3,1,2,1,3,2,4,1,1,2,3,1,3,2,3,1, ,2,1,2,2,2,1,1,2,2, , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,6,3, , , , ,3,3,1,98,3,1,98,0.540823662,0.695659252,0.947875319
2021027270,25,6,3,2,4,10,2,6,2,1,3,1,1,3,1,4,1, ,1, , ,2,1,2,2,1,1,2,2,1, ,2,4,1,1,1,0,0,0,0,0,0,2,3,5,6,4,5,4,1,5,1,1,1,1,2,3,3,2,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,5,1,1,1,2,5,1,2,2,2,7,7,5,3, , , , ,1,3,2,2,1,1,2,0.662055024,0.587596574,0.639275574
2021027271,21,5,3,2,3,9,1,4,1,2,1,4,6,3,1,2,1,1,1,2,1,3,1,7,2,1,2,2,2,2, ,1,2,1,1,0,0,0,0,0,0,0,1,2,7,6,4,5,5,2,4,1,1,1,1,2,3,1,1,3,2, , ,2, , , ,2,2, , , , ,1,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,1,5,1,1,1,1,5,5,5,3, , , , ,1,2,2,1,98,1,1,1.048678401,0.731386037,0.903374925
2021027272,8,5,3,2,5,11,1,2,5,1,3,6,2,3,1,8,2, ,2,2, ,2,4,5,2,2,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,2,5,7,3,5,5,5,1,3,1,1,1,2,3,1,3,3,3,2, , ,1,2,2,1,1,1,2,2, , ,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,4,5,3, , , , ,1,98,98,98,98,1,98,1.22670932,0.137580709,1.032640681
2021027273,19,7,3,2,4,10,1,2,1,2,1,3,5,3,1,4,2,2,1,2,1,4,6,2,3,3,1,2,2,1, ,2,3,1,1,0,1,0,0,0,0,0,2,3,6,3,4,4,5,2,4,2,1,1,1,3,2,3,3,3,1,2,2,2, , , ,2,1,1,2,2,1,1,2,1,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,2,2,1,2,2,2,6,7,5,3, , , , ,1,3,98,2,1,1,98,1.318945761,0.437485381,0.865508484
2021027274,3,8,4,2,2,8,1,4,2,2,2,6,8,3,1,2,2,2,1,2,1,2,7,7,1,3,1,1, ,1, ,2,1,1,1,0,1,1,0,0,0,0,2,5,1,4,1,1,1,5,1,4,1,1,2,3,3,3,2,3,1,1,1,1,1,2,2,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,6,3, , , , ,3,3,1,2,1,1,2,0.395556892,1.940459382,0.772549234
2021027275,28,4,2,2,4,10,1,2,1,2,1,5,5,3,1,2,99,2,1,2,3,2,3,4,3,2,1,2, ,1, ,2,3,1,0,1,0,0,0,0,0,0,2,3,6,5,3,3,3,3,3,3,1,1,1,3,2,2,1,2,1,1,98,2, , , ,2,2, , , , ,2,2,2,2,2,1,1,2,2,2,1,1,0,0,1,0,0,0,0,0,98,98,98,1,1,1,1,1,98,6,1,2,2,2,5,5,5,98, , , , ,98,98,98,98,98,98,98,0.462334543,0.604499561,0.877127096
2021027276,46,1,1,1,6,6,1,6,5,1,3,5,4,3,1,8,2, ,2, , ,5,8,5,3,2,1,1, , ,1,2,1,1,0,0,0,0,1,0,0,0,2,5,6,3,3,4,3,3,2,3,1,1,2,1,1,3,3,3,1, ,98,2, , , ,2,2, , , , ,2,2,1,1,1,98,2,98,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,98,1,1,2,2,2,6,7,6,98, , , , ,1,3,2,2,1,1,2,0.380615534,0.248718924,0.816907686
2021027277,25,6,3,2,4,10,1,2,4,1,3,5,1,3,1,7,2, ,1,2, ,2,1,1,3,2,1,2, ,2, ,2,4,2, , , , , , , , ,2,2,6,3,5,5,5,1,3,2,1,2,1,2,3,3,2,2,2, , ,2, , , ,2,2, , , , ,98,2,2,7, , , , , , ,1,98,0,0,0,0,0,1,0,0, , , ,1,2,98,1,2,2,4,1,2,2,2,5,5,5,2,1, ,2, ,1,2,98,3,98,1,98,0.706987264,0.530306922,0.910024375
2021027278,29,8,4,1,1,1,2,3,2,2,2,6,1,99,1,1,1,3,1,1,1,2,10,7,2,1,2,1, ,1, ,1,2,1,0,1,0,0,0,0,0,0,1,4,7,3,2,2,1,3,1,3,1,2,2,98,2,2,2,2,2, , ,2, , , ,2,1,2,98, , ,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0, , , ,1,2,1,1,1,1,4,1,2,2,2,4,4,7,2,1, ,1, ,3,1,3,1,2,1,1,1.083426878,1.566024871,1.7431837
2021027279,12,9,4,2,4,10,2,5,2,4,3,5,7,3,1,2,2, ,1,2, ,3,6,7,1,2,3,2, ,2, ,2,2,2, , , , , , , , ,2,4,5,4,3,3,3,2,3,3,1,2,1,1,3,3,2,3,1, ,1,2,1,2,1,1,2, , , , ,2,2,2,3,2,1,1,2,2,2,2,2,1,0,1,0,0,0,0,0,2,2,2,1,1,1,1,1,2,7,1,2,2,2,7,7,7,98, , , , ,1,3,2,3,98,1,2,1.297476666,0.201855816,0.878199297
2021027280,40,1,1,2,5,11,1,4,4,1,3,5,1,3,1,6,2, ,1,2, ,3,1,1,3,2,1,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,2,2,5,98,5,5,5,1,2,1,1,2,2,1,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,2,2,4,3,3,3, , , , ,1,3,98,2,2,98,98,0.451043179,0.465779257,0.889249902
2021027281,27,8,4,1,6,6,1,4,1,2,1,5,8,2,1,8,2,8,2,2,1,2,9,10,3,3,1,1, , ,2,2,1,1,1,0,0,0,0,0,0,0,2,4,2,4,1,1,1,5,1,4,1,1,2,3,2,3,2,3,1,3,1,1,2,2,2,1,1,1,2,2,1,2,2,1,5,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,6,1,2,2,2,7,7,6,3, , , , ,1,3,98,2,1,1,2,0.490781865,0.416005593,1.205696216
2021027282,5,9,4,2,1,7,1,4,2,1,3,6,2,1,2,2,2, ,1,2, ,3,8,6,2,2,2,2, ,2, ,2,1,2, , , , , , , , ,2,5,6,4,3,4,98,5,3,2,1,1,1,2,3,2,3,1,1, ,1,2,1,2,2,1,2, , , , ,2,2,2,2,2,98,1,1,2,98,2,98,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,7,4,99, , , , ,1,2,3,2,98,2,1,0.536670069,2.173837379,0.945990117
2021027283,27,8,4,2,2,8,1,4,2,3,3,6,2,3,1,2,2, ,1,2, ,2,1,6,2,1,1,2, ,2, ,2,4,1,0,1,0,0,0,0,0,0,1,3,7,6,5,5,5,1,5,2,1,2,1,3,3,3,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,3,2,1,1,2,2,1,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,1,1,1,3,4,5,3, , , , ,1,98,98,98,98,1,98,0.395556892,0.325417153,0.942304748
2021027284,28,4,2,1,1,1,1,4,2,2,2,6,1,3,1,5,1,3,1, ,2,6,3,3,3,2,3,2, ,2, ,2,4,1,1,0,0,0,0,0,0,0,1,4,6,4,2,4,4,3,2,3,1,2,2,2,3,3,2,3,2, , ,2, , , ,2,2, , , , ,2,2,98,7, , , , , , ,2,2,1,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,2,2,1,2,2,1,7,7,5,2,1,2,2, ,1,3,98,2,2,1,2,0.529004733,0.661816863,1.439092566
